,OBJECTID,SITE_NO,DEC_LAT_VA,DEC_LONG_V,LSElevFt,NHDStrmOrd,SiteType,WLElevFt,DTWFt,dtwBin,location,geometry_x,x,y,sim_top,sim_heads,model,WLm,DTWm,LSDm,sim_dtw_top,sim_dtw_lsd,dtw_res_top,dtw_res_lsd,res_wl_el,res_lsd,swgw,model_num,model_name
203,569,441942089422901,44.328301,-89.708177,1044.849121,1,GW,1039.979121,4.87,4,Hydroregion 7,POINT (500025.0155999996 2387477.244200001),500025.0155999996,2387477.2442000005,318.07760001897236,316.3219242979505,huc_07070003_domain,316.9856360808,1.4843760000000001,318.4700120808,1.7556757210218734,728.5271967020494,-0.2712997210218733,-727.0428207020494,0.663711782849532,726.7715209810276,0,25,huc_07070003_domain
204,570,442009089432701,44.335801,-89.724289,1034.744141,1,GW,1029.584141,5.16,5,Hydroregion 7,POINT (498691.3242999986 2388226.5392),498691.3242999986,2388226.5392000005,314.83098222421586,314.07040696330193,huc_07070003_domain,313.81724617680004,1.5727680000000002,315.3900141768,0.7605752609139245,720.673734036698,0.8121927390860757,-719.100966036698,-0.2531607865018941,719.913158775784,0,25,huc_07070003_domain
205,571,442009089432702,44.335801,-89.724289,1034.744141,1,GW,1027.054141,7.69,5,Hydroregion 7,POINT (498691.3242999986 2388226.5392),498691.3242999986,2388226.5392000005,314.83098222421586,314.07040696330193,huc_07070003_domain,313.04610217680005,2.3439120000000004,315.3900141768,0.7605752609139245,720.673734036698,1.583336739086076,-718.3298220366979,-1.0243047865018866,719.913158775784,0,25,huc_07070003_domain
206,572,442009089432703,44.335801,-89.724289,1034.744141,1,GW,1026.964141,7.78,5,Hydroregion 7,POINT (498691.3242999986 2388226.5392),498691.3242999986,2388226.5392000005,314.83098222421586,314.07040696330193,huc_07070003_domain,313.0186701768,2.371344,315.3900141768,0.7605752609139245,720.673734036698,1.6107687390860757,-718.302390036698,-1.0517367865019196,719.913158775784,0,25,huc_07070003_domain
207,573,442101089590201,44.35024,-89.984018,994.914734,1,GW,994.414734,0.5,1,Hydroregion 7,POINT (477978.6356000006 2388497.6427),477978.6356000006,2388497.6426999997,303.06002986810006,303.3411541772506,huc_07070003_domain,303.0976109232,0.1524,303.2500109232,-0.28112430915052755,691.5735798227494,0.43352430915052753,-691.4211798227494,-0.24354325405056443,691.8547041318999,0,25,huc_07070003_domain
208,574,442317089415301,44.388023,-89.698177,1049.934448,3,GW,1043.826323,6.108125,5,Hydroregion 7,POINT (500377.6105000004 2394170.4529),500377.6105000004,2394170.4529,320.0563635792895,316.0437505622368,huc_07070003_domain,318.1582632504,1.8617565000000003,320.0200197504,4.012613017052672,733.8906974377632,-2.150856517052672,-732.0289409377632,2.114512688163188,729.8780844207105,0,25,huc_07070003_domain
209,575,442317089415302,44.388023,-89.698177,1049.934448,3,GW,1043.499742,6.434706,5,Hydroregion 7,POINT (500377.6105000004 2394170.4529),500377.6105000004,2394170.4529,320.0563635792895,316.0437505622368,huc_07070003_domain,318.0587213616,1.9612983888000002,320.0200197504,4.012613017052672,733.8906974377632,-2.0513146282526717,-731.9293990489632,2.014970799363198,729.8780844207105,0,25,huc_07070003_domain
210,576,442318089404401,44.388301,-89.67901,1053.182495,1,GW,1043.968745,9.21375,5,Hydroregion 7,POINT (501895.2083999999 2394302.4441),501895.2083999999,2394302.4441,320.56514244143443,317.300358886267,huc_07070003_domain,318.201673476,2.808351,321.010024476,3.264783555167412,735.8821361137329,-0.456432555167412,-733.0737851137329,0.9013145897329764,732.6173525585656,0,25,huc_07070003_domain
211,577,442318089404402,44.388301,-89.67901,1053.182495,1,GW,1044.037201,9.145294,5,Hydroregion 7,POINT (501895.2083999999 2394302.4441),501895.2083999999,2394302.4441,320.56514244143443,317.300358886267,huc_07070003_domain,318.2225388648001,2.7874856112,321.010024476,3.264783555167412,735.8821361137329,-0.4772979439674119,-733.0946505025329,0.9221799785330518,732.6173525585656,0,25,huc_07070003_domain
212,578,442318089411601,44.388301,-89.687899,1051.607666,1,GW,1042.660791,8.946875,5,Hydroregion 7,POINT (501190.4461999983 2394255.515799999),501190.44619999826,2394255.5157999992,320.7227907703019,316.6791863141275,huc_07070003_domain,317.8030090968,2.7270075,320.53001659680007,4.043604456174421,734.9284796858726,-1.316596956174421,-732.2014721858726,1.1238227826725051,730.8848752296982,0,25,huc_07070003_domain
213,579,442329089411801,44.391356,-89.688455,1052.887207,3,GW,1047.434854,5.452353,5,Hydroregion 7,POINT (501123.8038999997 2394592.3083),501123.8038999997,2394592.3082999997,320.77823411994365,317.14124579932474,huc_07070003_domain,319.25814349920006,1.6618771944,320.9200206936,3.6369883206189115,735.7459612006753,-1.9751111262189116,-734.0840840062754,2.1168976998753237,732.1089728800564,0,25,huc_07070003_domain
214,580,442329089411802,44.391356,-89.688455,1052.887207,3,GW,1047.264266,5.622941,5,Hydroregion 7,POINT (501123.8038999997 2394592.3083),501123.8038999997,2394592.3082999997,320.77823411994365,317.14124579932474,huc_07070003_domain,319.2061482768,1.7138724168000001,320.9200206936,3.6369883206189115,735.7459612006753,-1.9231159038189114,-734.0320887838753,2.0649024774752434,732.1089728800564,0,25,huc_07070003_domain
215,581,442329089415301,44.391356,-89.698177,1050.262573,3,GW,1046.451397,3.811176,4,Hydroregion 7,POINT (500352.9996000007 2394541.062899999),500352.9996000007,2394541.0628999993,320.10163384102054,316.63863807768365,huc_07070003_domain,318.9583858056,1.1616464448000001,320.1200322504,3.4629957633368917,733.6239349223163,-2.3013493185368916,-732.4622884775163,2.319747727916365,730.1609391589794,0,25,huc_07070003_domain
216,582,442342089415101,44.394967,-89.697621,1051.968506,3,GW,1048.748506,3.22,4,Hydroregion 7,POINT (500370.3817999996 2394945.4801),500370.3817999996,2394945.4801000003,320.30658579498555,317.1815589745607,huc_07070003_domain,319.6585446288,0.9814560000000001,320.6400006288,3.125026820424864,734.7869470254393,-2.143570820424864,-733.8054910254393,2.476985654239286,731.6619202050144,0,25,huc_07070003_domain
217,583,442342089415102,44.394967,-89.697621,1051.968506,3,GW,1049.055381,2.913125,3,Hydroregion 7,POINT (500370.3817999996 2394945.4801),500370.3817999996,2394945.4801000003,320.30658579498555,317.1815589745607,huc_07070003_domain,319.7520801288,0.8879205,320.6400006288,3.125026820424864,734.7869470254393,-2.2371063204248642,-733.8990265254394,2.570521154239316,731.6619202050144,0,25,huc_07070003_domain
218,584,442343089404501,44.395245,-89.679288,1054.921265,1,GW,1049.78689,5.134375,5,Hydroregion 7,POINT (501821.7591000013 2395073.0669),501821.7591000013,2395073.0669,321.4070111866646,318.12762971547755,huc_07070003_domain,319.97504407200006,1.5649575000000002,321.540001572,3.279381471187037,736.7936352845225,-1.7144239711870366,-735.2286777845225,1.8474143565225063,733.5142538133354,0,25,huc_07070003_domain
219,585,442343089404502,44.395245,-89.679288,1054.921265,1,GW,1049.690676,5.230588,5,Hydroregion 7,POINT (501821.7591000013 2395073.0669),501821.7591000013,2395073.0669,321.4070111866646,318.12762971547755,huc_07070003_domain,319.9457180448,1.5942832224,321.540001572,3.279381471187037,736.7936352845225,-1.6850982487870367,-735.1993520621224,1.8180883293224497,733.5142538133354,0,25,huc_07070003_domain
220,586,442343089411501,44.395245,-89.687621,1054.101074,3,GW,1049.004015,5.097059,5,Hydroregion 7,POINT (501161.1121999994 2395029.076199999),501161.1121999994,2395029.076199999,321.39659088929204,317.6541773103396,huc_07070003_domain,319.736423772,1.5535835832,321.2900073552,3.742413578952437,736.4468966896603,-2.188829995752437,-734.8933131064604,2.082246461660418,732.7044831107079,0,25,huc_07070003_domain
221,587,442437089385201,44.410246,-89.647898,1060.990845,1,GW,1055.620845,5.37,5,Hydroregion 7,POINT (504198.5353999995 2396906.9245),504198.53539999947,2396906.9244999997,323.64604936828135,322.18229512834966,huc_07070003_domain,321.753233556,1.636776,323.39000955600005,1.4637542399316885,738.8085498716504,0.1730217600683115,-737.1717738716503,-0.42906157234966713,737.3447956317186,0,25,huc_07070003_domain
222,588,442437089385202,44.410246,-89.647898,1060.990845,1,GW,1055.800845,5.19,5,Hydroregion 7,POINT (504198.5353999995 2396906.9245),504198.53539999947,2396906.9244999997,323.64604936828135,322.18229512834966,huc_07070003_domain,321.808097556,1.5819120000000002,323.39000955600005,1.4637542399316885,738.8085498716504,0.11815776006831169,-737.2266378716504,-0.374197572349658,737.3447956317186,0,25,huc_07070003_domain
223,589,442437089385203,44.410246,-89.647898,1060.990845,1,GW,1055.620845,5.37,5,Hydroregion 7,POINT (504198.5353999995 2396906.9245),504198.53539999947,2396906.9244999997,323.64604936828135,322.18229512834966,huc_07070003_domain,321.753233556,1.636776,323.39000955600005,1.4637542399316885,738.8085498716504,0.1730217600683115,-737.1717738716503,-0.42906157234966713,737.3447956317186,0,25,huc_07070003_domain
224,590,442450089400301,44.413856,-89.667621,1059.908203,1,GW,1056.368203,3.54,4,Hydroregion 7,POINT (502608.5885000005 2397203.8805),502608.58850000054,2397203.8805,322.34745468644803,319.4460525893142,huc_07070003_domain,321.9810282744,1.0789920000000002,323.0600202744,2.9014020971338255,740.4621504106858,-1.8224100971338253,-739.3831584106858,2.534975685085783,737.5607483135519,0,25,huc_07070003_domain
225,591,442516089392701,44.421079,-89.657621,1062.631348,1,GW,1056.731348,5.9,5,Hydroregion 7,POINT (503347.4739000015 2398059.7465),503347.4739000015,2398059.7465000004,323.85633176005774,321.3251874204838,huc_07070003_domain,322.09171487040004,1.7983200000000001,323.8900348704,2.5311443395739275,741.306160579516,-0.7328243395739273,-739.507840579516,0.7665274499162251,738.7750162399421,0,25,huc_07070003_domain
226,592,442516089392702,44.421079,-89.657621,1062.631348,1,GW,1056.351348,6.28,5,Hydroregion 7,POINT (503347.4739000015 2398059.7465),503347.4739000015,2398059.7465000004,323.85633176005774,321.3251874204838,huc_07070003_domain,321.9758908704,1.914144,323.8900348704,2.5311443395739275,741.306160579516,-0.6170003395739274,-739.392016579516,0.6507034499161932,738.7750162399421,0,25,huc_07070003_domain
227,593,442516089392703,44.419968,-89.657065,1062.368774,1,GW,1056.198774,6.17,5,Hydroregion 7,POINT (503399.7558000013 2397939.165200001),503399.7558000013,2397939.1652000006,323.6764654768785,321.36859902418075,huc_07070003_domain,321.9293863152,1.880616,323.81000231520005,2.3078664526977377,741.0001749758193,-0.42725045269773765,-739.1195589758192,0.5607872910192668,738.6923085231215,0,25,huc_07070003_domain
228,594,442529089400301,44.42469,-89.667621,1063.713989,1,GW,1054.693989,9.02,5,Hydroregion 7,POINT (502528.2219000012 2398408.2618),502528.22190000117,2398408.2618000004,324.2694043935497,320.3958162881729,huc_07070003_domain,321.47072784720007,2.749296,324.2200238472,3.8735881053767685,743.3181727118272,-1.1242921053767683,-740.5688767118272,1.0749115590271572,739.4445846064505,0,25,huc_07070003_domain
229,595,442554089395701,44.431634,-89.665954,1064.862305,1,GW,1051.482305,13.38,6,Hydroregion 7,POINT (502608.7628999986 2399189.1032),502608.7628999986,2399189.1032,324.5445079223747,320.12582407577213,huc_07070003_domain,320.491806564,4.0782240000000005,324.57003056400004,4.418683846602562,744.736480924228,-0.34045984660256146,-740.658256924228,0.36598248822787127,740.3177970776254,0,25,huc_07070003_domain
230,596,442554089395702,44.431634,-89.665954,1064.862305,1,GW,1051.732305,13.13,6,Hydroregion 7,POINT (502608.7628999986 2399189.1032),502608.7628999986,2399189.1032,324.5445079223747,320.12582407577213,huc_07070003_domain,320.56800656400003,4.0020240000000005,324.57003056400004,4.418683846602562,744.736480924228,-0.4166598466025615,-740.734456924228,0.44218248822789974,740.3177970776254,0,25,huc_07070003_domain
231,597,442554089395703,44.431634,-89.665954,1064.862305,1,GW,1049.562305,15.3,6,Hydroregion 7,POINT (502608.7628999986 2399189.1032),502608.7628999986,2399189.1032,324.5445079223747,320.12582407577213,huc_07070003_domain,319.906590564,4.6634400000000005,324.57003056400004,4.418683846602562,744.736480924228,0.2447561533974385,-740.0730409242279,-0.21923351177213135,740.3177970776254,0,25,huc_07070003_domain
232,599,442954089292101,44.498303,-89.489283,1113.025024,4,GW,1104.025024,9.0,5,Hydroregion 7,POINT (516097.5390999988 2407546.7007),516097.5390999988,2407546.7007,339.54892063916895,331.07869407648303,huc_07070003_domain,336.50682731520004,2.7432000000000003,339.25002731520004,8.470226562685923,781.9463299235169,-5.727026562685923,-779.2031299235169,5.42813323871701,773.4761033608311,0,25,huc_07070003_domain
233,600,442954089292102,44.498303,-89.489283,1113.025024,4,GW,1099.195024,13.83,6,Hydroregion 7,POINT (516097.5390999988 2407546.7007),516097.5390999988,2407546.7007,339.54892063916895,331.07869407648303,huc_07070003_domain,335.03464331520007,4.215384,339.25002731520004,8.470226562685923,781.9463299235169,-4.254842562685923,-777.730945923517,3.9559492387170394,773.4761033608311,0,25,huc_07070003_domain
234,601,443531089314701,44.591913,-89.529841,1121.456787,1,GW,1113.251587,8.2052,5,Hydroregion 7,POINT (512178.1955000013 2417730.4724),512178.1955000013,2417730.4724000003,341.81057249974907,338.72047753737763,huc_07070003_domain,339.3190837176,2.50094496,341.8200286776,3.090094962371438,782.7363094626224,-0.5891500023714382,-780.2353645026225,0.5986061802223617,779.6462145002511,0,25,huc_07070003_domain
235,607,445652089162501,44.947748,-89.273726,1322.014526,2,GW,1304.014526,18.0,6,Hydroregion 7,POINT (529617.3390999995 2458656.304300001),529617.3390999995,2458656.304300001,405.16277225085895,402.5597164276372,huc_07070003_domain,397.4636275248,5.486400000000001,402.9500275248,2.603055823221723,919.4548095723627,2.8833441767782775,-913.9684095723627,-5.096088902837209,916.8517537491409,0,25,huc_07070003_domain
236,40,05464420,42.069163,-91.78518,720.111572266,6,SW,720.111572,32.12,8,Hydroregion 7,POINT (346265.933600001 2126328.061100001),346265.93360000104,2126328.0611000005,222.0654402929513,220.24378990161034,huc_07080205_domain,219.49000714560003,9.790175999999999,219.49000722667682,1.8216503913409667,499.8677823643897,7.968525608659032,-490.07760636438974,-0.7537827560103096,498.0461319730488,0,26,huc_07080205_domain
237,41,05464315,42.170828,-92.023792,762.500061035,6,SW,762.500061,36.89,8,Hydroregion 7,POINT (326198.2899999991 2136843.935900001),326198.2899999991,2136843.935900001,238.38917663040218,234.41740826165704,huc_07080205_domain,232.4100185928,11.244072000000001,232.41001860346802,3.9717683687451313,528.0826527733429,7.27230363125487,-516.838580773343,-2.0073896688570585,524.1108844045979,0,26,huc_07080205_domain
238,116,05464500,41.971945,-91.667124,712.434448242,6,SW,706.039448,13.38,6,Hydroregion 7,POINT (356454.2393999994 2115901.2349),356454.2393999994,2115901.2348999996,215.60023659230706,214.9039838328572,huc_07080205_domain,215.20082375040002,4.0782240000000005,217.15001982416163,0.6962527594498624,497.53046440914284,3.381971240550138,-493.45224040914286,0.296839917542826,496.834211649693,0,26,huc_07080205_domain
239,124,05463500,42.407764,-92.463245,882.152282715,5,SW,881.792283,3.61,4,Hydroregion 7,POINT (289176.2182999998 2161894.268200001),289176.21829999983,2161894.2682000007,268.78677808565067,267.68776559770305,huc_07080205_domain,268.7702878584,1.100328,268.880015771532,1.0990124879476184,614.464517117297,0.0013155120523815622,-613.364189117297,1.082522260696976,613.3655046293493,0,26,huc_07080205_domain
240,127,05464000,42.495542,-92.334352,827.952819824,6,SW,824.80282,15.55,6,Hydroregion 7,POINT (299332.3398000002 2172099.8588),299332.3398000002,2172099.8587999996,251.66434457695365,250.89303630071998,huc_07080205_domain,251.39989953600002,4.7396400000000005,252.36001948235523,0.7713082762336683,577.05978352328,3.9683317237663323,-572.32014352328,0.5068632352800364,576.2884752470463,0,26,huc_07080205_domain
241,221,05464220,42.251528,-92.298889,849.737548828,5,SW,848.392549,11.35,6,Hydroregion 7,POINT (303304.2071999982 2144951.5517),303304.2071999982,2144951.5516999997,258.86109265090124,256.82169113003647,huc_07080205_domain,258.5900489352,3.45948,259.0000048827744,2.0394015208647716,592.9158576979635,1.4200784791352286,-589.4563776979635,1.7683578051635322,590.8764561770987,0,26,huc_07080205_domain
242,225,05463000,42.572,-92.618278,891.502685547,5,SW,890.282686,10.98,6,Hydroregion 7,POINT (275867.2776000015 2179783.812799999),275867.27760000154,2179783.8127999995,270.301819476721,269.61121542464724,huc_07080205_domain,271.3581626928,3.3467040000000003,271.73001855472563,0.690604052073752,621.8914701223528,2.6560999479262484,-618.5447661223527,1.7469472681527805,621.2008660702791,0,26,huc_07080205_domain
243,372,415953091435002,41.998055,-91.730737,721.981689,6,GW,713.895689,8.086,5,Hydroregion 7,POINT (351107.8682000004 2118582.6623),351107.8682000004,2118582.6623,230.60548350944063,221.56055846985126,huc_07080205_domain,217.59540600719998,2.4646128000000003,220.0600188072,9.044925039589373,500.42113053014873,-6.5803122395893725,-497.95651773014873,-3.9651524626512753,491.3762054905593,1,26,huc_07080205_domain
244,375,420000091410001,41.999999,-91.683514,710.892456,6,GW,704.702456,6.19,5,Hydroregion 7,POINT (354979.0155000016 2118975.4242),354979.0155000016,2118975.4242000002,216.39449954456103,216.55127095814538,huc_07080205_domain,214.79330858880002,1.8867120000000002,216.68002058880003,-0.15677141358435165,494.34118504185466,2.043483413584352,-492.45447304185467,-1.757962369345364,494.497956455439,1,26,huc_07080205_domain
245,376,420000091410002,41.999999,-91.683514,710.892456,6,GW,704.222456,6.67,5,Hydroregion 7,POINT (354979.0155000016 2118975.4242),354979.0155000016,2118975.4242000002,216.39449954456103,216.55127095814538,huc_07080205_domain,214.6470045888,2.033016,216.68002058880003,-0.15677141358435165,494.34118504185466,2.1897874135843516,-492.3081690418547,-1.904266369345379,494.497956455439,1,26,huc_07080205_domain
246,379,420013091440701,42.00361,-91.73546,719.356995,6,GW,716.781995,2.575,3,Hydroregion 7,POINT (350691.8876999989 2119186.0284),350691.8876999989,2119186.0284,217.12879731958304,217.09623745191172,huc_07080205_domain,218.47515207600003,0.7848600000000001,219.260012076,0.03255986767132413,502.26075754808824,0.752300132328676,-501.47589754808826,1.37891462408831,502.22819768041694,1,26,huc_07080205_domain
247,380,420020091424101,42.005555,-91.71157,724.048584,6,GW,721.378584,2.67,3,Hydroregion 7,POINT (352645.2844999991 2119491.739700001),352645.28449999914,2119491.7397000007,229.36123210238426,222.4726253485836,huc_07080205_domain,219.87619240320004,0.813816,220.6900084032,6.888606753800673,501.5759586514164,-6.074790753800673,-500.7621426514164,-2.5964329453835546,494.6873518976157,1,26,huc_07080205_domain
248,381,420021091440901,42.005832,-91.736015,730.511841,6,GW,724.711841,5.8,5,Hydroregion 7,POINT (350635.0876999982 2119432.302100001),350635.08769999817,2119432.302100001,220.52623746832688,218.99536006602563,huc_07080205_domain,220.89216913680002,1.76784,222.6600091368,1.5308774023012575,511.5164809339744,0.23696259769874262,-509.7486409339744,1.8968090707743954,509.9856035316731,1,26,huc_07080205_domain
249,382,420022091452601,42.00611,-91.757404,772.572205,2,GW,768.212205,4.36,4,Hydroregion 7,POINT (348876.0014000013 2119384.6098),348876.00140000135,2119384.6097999997,240.7745396346723,224.96209633571797,huc_07080205_domain,234.15108008400003,1.328928,235.48000808400002,15.81244329895432,547.610108664282,-14.483515298954321,-546.281180664282,9.188983748282055,531.7976653653277,1,26,huc_07080205_domain
250,384,420024091421801,42.006666,-91.705181,712.664063,6,GW,711.859063,0.805,1,Hydroregion 7,POINT (353164.6970000006 2119639.6326),353164.6970000006,2119639.6326,226.863305438875,222.7124010251664,huc_07080205_domain,216.9746424024,0.24536400000000003,217.22000640240003,4.150904413708588,489.95166197483366,-3.905540413708588,-489.70629797483366,-5.737758622766393,485.80075756112507,1,26,huc_07080205_domain
251,387,420034091423001,42.009443,-91.708514,711.056458,6,GW,706.206458,4.85,4,Hydroregion 7,POINT (352876.7566 2119937.646199999),352876.75659999996,2119937.6461999994,217.94813617694462,217.33849902645568,huc_07080205_domain,215.25172839840002,1.47828,216.73000839840003,0.6096371504889362,493.71795897354434,0.8686428495110639,-492.23967897354436,-2.0867706280556604,493.1083218230554,1,26,huc_07080205_domain
252,388,420034091423002,42.009443,-91.708514,711.056458,6,GW,706.046458,5.01,5,Hydroregion 7,POINT (352876.7566 2119937.646199999),352876.75659999996,2119937.6461999994,217.94813617694462,217.33849902645568,huc_07080205_domain,215.20296039840002,1.527048,216.73000839840003,0.6096371504889362,493.71795897354434,0.9174108495110638,-492.19091097354436,-2.135538628055656,493.1083218230554,1,26,huc_07080205_domain
253,389,420041091442301,42.011387,-91.739904,762.926575,6,GW,760.126575,2.8,3,Hydroregion 7,POINT (350287.6700000018 2120038.764900001),350287.6700000018,2120038.7649000008,231.10632300995664,222.8024527630177,huc_07080205_domain,231.68658006,0.85344,232.54002006,8.303870246938942,540.1241222369822,-7.450430246938942,-539.2706822369822,8.884127296982314,531.8202519900433,1,26,huc_07080205_domain
254,395,420224091463001,42.039998,-91.775181,743.733643,6,GW,737.643643,6.09,5,Hydroregion 7,POINT (347246.6834000014 2123106.4256),347246.6834000014,2123106.4255999997,226.64549043760388,224.28612631906907,huc_07080205_domain,224.8337823864,1.856232,226.6900143864,2.3593641185348133,519.4475166809309,-0.5031321185348132,-517.5912846809309,0.5476560673309336,517.0881525623961,1,26,huc_07080205_domain
255,396,420230091453401,42.041664,-91.759625,730.938354,6,GW,727.448354,3.49,4,Hydroregion 7,POINT (348516.0687999986 2123349.6006),348516.0687999986,2123349.6006000005,219.48863549498134,219.32032801802018,huc_07080205_domain,221.7262582992,1.063752,222.79001029920002,0.16830747696116077,511.6180259819798,0.8954445230388393,-510.5542739819798,2.4059302811798204,511.44971850501867,1,26,huc_07080205_domain
256,397,420241091455401,42.04472,-91.765181,729.954102,6,GW,728.354102,1.6,2,Hydroregion 7,POINT (348044.5423000008 2123670.6776),348044.5423000008,2123670.6776,220.52818732466864,220.19437576658802,huc_07080205_domain,222.00233028960002,0.48768000000000006,222.4900102896,0.3338115580806118,509.75972623341204,0.15386844191938825,-509.272046233412,1.8079545230120004,509.4259146753314,1,26,huc_07080205_domain
257,398,420244091470401,42.045553,-91.784625,743.799255,2,GW,742.809255,0.99,1,Hydroregion 7,POINT (346443.3913999982 2123692.756100001),346443.3913999982,2123692.756100001,228.13289169397,223.99070071420334,huc_07080205_domain,226.40826092400002,0.301752,226.710012924,4.142190979766667,519.8085542857966,-3.840438979766667,-519.5068022857967,2.417560209796676,515.66636330603,1,26,huc_07080205_domain
258,399,420313091451901,42.053608,-91.755458,730.118164,3,GW,723.328164,6.79,5,Hydroregion 7,POINT (348798.6754000001 2124699.575200001),348798.67540000007,2124699.575200001,222.39169636549894,220.91965775574107,huc_07080205_domain,220.4704243872,2.069592,222.5400163872,1.472038609757874,509.1985062442589,0.5975533902421262,-507.1289142442589,-0.44923336854105855,507.72646763450103,1,26,huc_07080205_domain
259,400,420328091445601,42.057775,-91.749069,734.514465,3,GW,727.854465,6.66,5,Hydroregion 7,POINT (349302.5108000003 2125188.6238),349302.5108000003,2125188.6238,224.95426308734326,223.15076276896036,huc_07080205_domain,221.850040932,2.029968,223.880008932,1.803500318382902,511.3637022310396,0.2264676816170983,-509.3337342310396,-1.3007218369603493,509.5602019126567,1,26,huc_07080205_domain
260,401,420337091465501,42.060275,-91.782125,733.595825,6,GW,727.735825,5.86,5,Hydroregion 7,POINT (346575.6900999993 2125346.963500001),346575.6900999993,2125346.9635000005,221.83104426296478,220.11184746826027,huc_07080205_domain,221.81387946,1.7861280000000002,223.60000746,1.7191967947045157,513.4839775317397,0.06693120529548446,-511.6978495317397,1.7020319917397444,511.7647807370352,1,26,huc_07080205_domain
261,402,420337091465502,42.060275,-91.782125,733.595825,6,GW,729.415825,4.18,4,Hydroregion 7,POINT (346575.6900999993 2125346.963500001),346575.6900999993,2125346.9635000005,221.83104426296478,220.11184746826027,huc_07080205_domain,222.32594346000002,1.274064,223.60000746,1.7191967947045157,513.4839775317397,-0.4451327947045156,-512.2099135317397,2.214095991739754,511.7647807370352,1,26,huc_07080205_domain
262,403,420345091475601,42.062497,-91.799069,741.797913,3,GW,735.977913,5.82,5,Hydroregion 7,POINT (345173.3200000003 2125533.615900001),345173.3200000003,2125533.6159000006,226.8098348406093,225.41471007356162,huc_07080205_domain,224.3260678824,1.7739360000000002,226.10000388240002,1.3951247670476903,516.3832029264383,0.3788112329523099,-514.6092669264383,-1.0886421911616253,514.9880781593906,1,26,huc_07080205_domain
263,404,420350091453801,42.063886,-91.760736,746.194275,1,GW,738.644275,7.55,5,Hydroregion 7,POINT (348314.0166000016 2125828.6591),348314.0166000016,2125828.6591,225.16169043436867,223.9226579969408,huc_07080205_domain,225.13877502,2.30124,227.44001502,1.239032437427852,522.2716170030592,1.0622075625721479,-519.9703770030592,1.2161170230591836,521.0325845656313,1,26,huc_07080205_domain
264,405,420350091453802,42.063886,-91.760736,746.194275,1,GW,738.744275,7.45,5,Hydroregion 7,POINT (348314.0166000016 2125828.6591),348314.0166000016,2125828.6591,225.16169043436867,223.9226579969408,huc_07080205_domain,225.16925502,2.27076,227.44001502,1.239032437427852,522.2716170030592,1.031727562572148,-520.0008570030592,1.246597023059195,521.0325845656313,1,26,huc_07080205_domain
265,406,420403091464601,42.067497,-91.779625,734.645691,6,GW,728.485691,6.16,5,Hydroregion 7,POINT (346745.1292000003 2126163.096999999),346745.1292000003,2126163.096999999,222.60283003295294,221.07906283304854,huc_07080205_domain,222.0424386168,1.8775680000000001,223.92000661680004,1.5237671999043982,513.5666281669515,0.3538008000956019,-511.68906016695155,0.9633757837514736,512.0428609670471,1,26,huc_07080205_domain
266,407,420403091464602,42.067497,-91.779625,734.645691,6,GW,728.325691,6.32,5,Hydroregion 7,POINT (346745.1292000003 2126163.096999999),346745.1292000003,2126163.096999999,222.60283003295294,221.07906283304854,huc_07080205_domain,221.99367061680002,1.9263360000000003,223.92000661680004,1.5237671999043982,513.5666281669515,0.40256880009560203,-511.64029216695155,0.9146077837514781,512.0428609670471,1,26,huc_07080205_domain
267,408,420406091481601,42.06833,-91.804625,749.934448,1,GW,746.554448,3.38,4,Hydroregion 7,POINT (344688.3555000015 2126165.2795),344688.35550000146,2126165.2795,230.28485386328697,227.14843631374328,huc_07080205_domain,227.5497957504,1.030224,228.5800197504,3.136417549543694,522.7860116862566,-2.106193549543694,-521.7557876862567,0.401359436656719,519.649594136713,1,26,huc_07080205_domain
268,409,420406091481602,42.06833,-91.804625,749.934448,1,GW,740.334448,9.6,5,Hydroregion 7,POINT (344688.3555000015 2126165.2795),344688.35550000146,2126165.2795,230.28485386328697,227.14843631374328,huc_07080205_domain,225.65393975039999,2.9260800000000002,228.5800197504,3.136417549543694,522.7860116862566,-0.21033754954369366,-519.8599316862567,-1.49449656334329,519.649594136713,1,26,huc_07080205_domain
269,410,420435091474701,42.076386,-91.796569,739.960693,6,GW,737.670693,2.29,3,Hydroregion 7,POINT (345309.940200001 2127094.6516),345309.940200001,2127094.6515999995,225.6546261573099,223.25882786144524,huc_07080205_domain,224.8420272264,0.6979920000000001,225.5400192264,2.3957982958646653,516.7018651385547,-1.6978062958646651,-516.0038731385547,1.5831993649547655,514.3060668426901,1,26,huc_07080205_domain
270,122,05439500,42.110581,-88.900653,739.829406738,4,SW,737.009407,4.57,4,Hydroregion 7,POINT (582562.2663999982 2145053.8572),582562.2663999982,2145053.8572000004,225.98612314434604,226.00006573409183,huc_07090006_domain,224.6404672536,1.3929360000000002,225.5000031737424,-0.01394258974579543,513.8293410039082,1.4068785897457956,-512.4364050039082,-1.359598480491826,513.843283593654,0,27,huc_07090006_domain
271,233,05440000,42.194444,-88.998889,704.691650391,5,SW,703.60165,6.16,5,Hydroregion 7,POINT (573833.5236999989 2153807.6598),573833.5236999989,2153807.6598000005,227.49077762149074,214.8635211902223,huc_07090006_domain,214.45778292,1.8775680000000001,214.79001503917684,12.62725643126845,489.82812920077777,-10.74968843126845,-487.95056120077777,-0.4057382702222867,477.2008727695093,0,27,huc_07090006_domain
