,Kf,Kc,Kb,vani,hydro,topo,sse,p5,p10,p20,Best,diff_error,sum_error
56,1.0,100.0,10.0,100.0,0.28182941903584674,0.00013852334118298935,260.85763025717074,0.0,0.0,0.0,0.0,0.28169089569466377,0.2819679423770297
57,1.0,100.0,100.0,1.0,0.5216316440049443,0.0,442.24097378345994,0.0,0.0,0.0,0.0,0.5216316440049443,0.5216316440049443
58,1.0,100.0,100.0,10.0,0.511742892459827,0.0,438.43798443078396,0.0,0.0,0.0,0.0,0.511742892459827,0.511742892459827
59,1.0,100.0,100.0,100.0,0.4796044499381953,0.0005540933647319574,422.9174578974481,0.0,0.0,0.0,0.0,0.47905035657346334,0.48015854330292723
60,10.0,100.0,0.1,1.0,0.2867737948084054,0.0005540933647319574,255.75519959438148,0.0,0.0,0.0,0.0,0.2862197014436735,0.28732788817313737
61,10.0,100.0,0.1,10.0,0.28553770086526575,0.0005540933647319574,255.29055093784518,0.00012456402590931738,0.0,0.0,0.0,0.2849836075005338,0.2860917942299977
62,10.0,100.0,0.1,100.0,0.2719406674907293,0.000831140047097936,252.72221586056614,0.00024912805181863477,0.0,0.0,0.0,0.27110952744363137,0.27277180753782726
63,10.0,100.0,1.0,1.0,0.2904820766378245,0.00013852334118298935,261.0897290191579,0.0,0.0,0.0,0.0,0.2903435532966415,0.29062059997900747
64,10.0,100.0,1.0,10.0,0.2892459826946848,0.00013852334118298935,260.5479473767228,0.0,0.0,0.0,0.0,0.28910745935350185,0.2893845060358678
65,10.0,100.0,1.0,100.0,0.273176761433869,0.00013852334118298935,257.5223967650609,0.0,0.0,0.0,0.0,0.273038238092686,0.27331528477505196
66,10.0,100.0,10.0,1.0,0.31396786155747836,0.0,295.5226784024785,0.0,0.0,0.0,0.0,0.31396786155747836,0.31396786155747836
67,10.0,100.0,10.0,10.0,0.311495673671199,0.0,294.56025679897067,0.0,0.0,0.0,0.0,0.311495673671199,0.311495673671199
68,10.0,100.0,10.0,100.0,0.29295426452410384,0.0,289.04293669368565,0.0,0.0,0.0,0.0,0.29295426452410384,0.29295426452410384
69,10.0,100.0,100.0,1.0,0.5241038318912238,0.0,444.9591565892054,0.0,0.0,0.0,0.0,0.5241038318912238,0.5241038318912238
70,10.0,100.0,100.0,10.0,0.515451174289246,0.0,442.4835522035609,0.0,0.0,0.0,0.0,0.515451174289246,0.515451174289246
71,10.0,100.0,100.0,100.0,0.4894932014833127,0.0,431.74657160981525,0.0,0.0,0.0,0.0,0.4894932014833127,0.4894932014833127
72,0.31622776601683794,3.1622776601683795,3.1622776601683795,31.622776601683793,0.003708281829419036,0.19420972433855105,71.15296709954085,0.1132286995515695,0.06141006477329347,0.009093173891380169,0.0,0.190501442509132,0.1979180061679701
73,0.31622776601683794,3.1622776601683795,3.1622776601683795,316.22776601683796,0.002472187886279357,0.4011635960659371,53.63376469213468,0.26096163428001995,0.15084703537618335,0.038988540109616346,0.0,0.39869140817965776,0.40363578395221644
74,0.31622776601683794,3.1622776601683795,6.812920690579611,31.622776601683793,0.00865265760197775,0.05180772960243801,92.96494337768654,0.01569506726457399,0.0027404085700049826,0.0003736920777279522,0.0,0.04315507200046026,0.060460387204415766
75,0.31622776601683794,3.1622776601683795,6.812920690579611,316.22776601683796,0.002472187886279357,0.26984346862446323,48.52407614776797,0.13851519681116092,0.043348281016442454,0.001993024414549078,0.0,0.2673712807381839,0.2723156565107426
76,0.31622776601683794,3.1622776601683795,14.67799267622069,31.622776601683793,0.009888751545117428,0.009558110541626265,132.61233649342643,0.000622820129546587,0.0,0.0,low_diff,0.00033064100349116353,0.01944686208674369
77,0.31622776601683794,3.1622776601683795,14.67799267622069,316.22776601683796,0.002472187886279357,0.15916331901925473,60.165542996141184,0.05555555555555555,0.008221225710014948,0.0,0.0,0.15669113113297536,0.1616355069055341
78,0.31622776601683794,3.1622776601683795,31.622776601683793,31.622776601683793,0.054388133498145856,0.005402410306136584,188.32083051606097,0.0,0.0,0.0,0.0,0.04898572319200927,0.05979054380428244
79,0.31622776601683794,3.1622776601683795,31.622776601683793,316.22776601683796,0.002472187886279357,0.1245324837235074,84.12997328635626,0.04272546088689586,0.0037369207772795215,0.0,0.0,0.12206029583722805,0.12700467160978676
80,0.6812920690579612,3.1622776601683795,3.1622776601683795,31.622776601683793,0.003708281829419036,0.1587477489957058,74.60679242036473,0.09205281514698554,0.04384653712007972,0.0051071250622820126,0.0,0.15503946716628675,0.16245603082512483
81,0.6812920690579612,3.1622776601683795,3.1622776601683795,316.22776601683796,0.002472187886279357,0.3101537609087131,52.66877775227626,0.18472845042351768,0.09591429995017439,0.016567015445939214,0.0,0.30768157302243376,0.31262594879499245
82,0.6812920690579612,3.1622776601683795,6.812920690579611,31.622776601683793,0.00865265760197775,0.04321928244909267,98.48448892260265,0.01283009466865969,0.002242152466367713,0.00024912805181863477,0.0,0.034566624847114924,0.05187194005107042
83,0.6812920690579612,3.1622776601683795,6.812920690579611,316.22776601683796,0.002472187886279357,0.18769912730295055,54.73838535755922,0.0838315894369706,0.02105132037867464,0.0013702042850024913,0.0,0.18522693941667118,0.19017131518922992
84,0.6812920690579612,3.1622776601683795,14.67799267622069,31.622776601683793,0.009888751545117428,0.008034353788613382,138.44557800073827,0.0004982561036372695,0.0,0.0,low_sum,0.0018543977565040459,0.01792310533373081
85,0.6812920690579612,3.1622776601683795,14.67799267622069,316.22776601683796,0.002472187886279357,0.09918271228702036,70.99791573477602,0.028026905829596414,0.0027404085700049826,0.0,0.0,0.096710524400741,0.10165490017329971
86,0.6812920690579612,3.1622776601683795,31.622776601683793,31.622776601683793,0.059332509270704575,0.004017176894306691,193.88020181295252,0.0,0.0,0.0,0.0,0.05531533237639789,0.06334968616501127
87,0.6812920690579612,3.1622776601683795,31.622776601683793,316.22776601683796,0.002472187886279357,0.08034353788613381,98.92406161225168,0.0229197807673144,0.0011210762331838565,0.0,0.0,0.07787134999985446,0.08281572577241317
88,1.4677992676220695,3.1622776601683795,3.1622776601683795,31.622776601683793,0.004944375772558714,0.12799556725308214,78.98684968758822,0.06626806178375685,0.024165421026407573,0.0023667164922770304,0.0,0.12305119148052343,0.13293994302564086
