         1         3       166   2.4346191E+02   5.9408062E+03   2.4041391E+02         6
         1         3       167   2.4293290E+02   5.2713145E+03   2.3988490E+02         6
         1         4       167   2.4209666E+02   1.2452433E+04   2.3904866E+02         6
         1         4       168   2.4147679E+02   6.8550038E+02   2.3842878E+02         6
         1         5       167   2.4126794E+02   3.7408871E+03   2.3821994E+02         6
         1         5       168   2.4067811E+02   8.7603929E+03   2.3763010E+02         6
         1         6        25   3.4962655E+02   4.0773472E+04   3.4657854E+02         6
         1         6       167   2.3999908E+02   5.6312502E+03   2.3695108E+02         6
         1         6       168   2.3942193E+02   6.6011231E+03   2.3637393E+02         6
         1         6       174   2.3412047E+02   1.1652598E+06   2.3107247E+02         6
         1         6       175   2.3380060E+02   6.3603038E+03   2.3075260E+02         6
         1         7        25   3.4945008E+02   9.3841281E+04   3.4640207E+02         6
         1         7       168   2.3870739E+02   8.5433930E+03   2.3565938E+02         6
         1         7       169   2.3798542E+02   6.7583221E+03   2.3493742E+02         6
         1         7       175   2.3322540E+02   7.1725686E+06   2.3017740E+02         6
         1         8        25   3.4920278E+02   9.4800716E+04   3.4615477E+02         6
         1         8       169   2.3746926E+02   4.1815764E+03   2.3442125E+02         6
         1         8       170   2.3666988E+02   1.2760755E+04   2.3362188E+02         6
         1         8       171   2.3569627E+02   7.8745464E+03   2.3264826E+02         6
         1         8       172   2.3520837E+02   2.4663736E+03   2.3216036E+02         6
         1         8       173   2.3403377E+02   1.1773926E+04   2.3098577E+02         6
         1         8       174   2.3257831E+02   9.3221352E+02   2.2953030E+02         6
         1         8       176   2.3201413E+02   7.3699420E+03   2.2896612E+02         6
         1         8       177   2.3153215E+02   3.9697820E+03   2.2848414E+02         6
         1         9        25   3.4875000E+02   9.9455915E+02   3.4570199E+02         6
         1         9        26   3.4875000E+02   5.3043952E+03   3.4570199E+02         6
         1         9       171   2.3484064E+02   5.3273085E+03   2.3179264E+02         6
         1         9       172   2.3305027E+02   9.0709099E+03   2.3000227E+02         6
         1         9       174   2.3180666E+02   1.5422605E+04   2.2875865E+02         6
         1         9       177   2.3098157E+02   8.9837883E+03   2.2793356E+02         6
         1         9       178   2.3042080E+02   4.2094474E+03   2.2737280E+02         6
         1        10        16   3.5028373E+02   6.7081568E+06   3.4723572E+02         6
         1        10        17   3.5009853E+02   9.7636180E+06   3.4705052E+02         6
         1        10        18   3.4988206E+02   9.4888430E+06   3.4683406E+02         6
         1        10        25   3.4875000E+02   1.1203784E+07   3.4570199E+02         6
         1        10       172   2.3131900E+02   2.9906338E+03   2.2827099E+02         6
         1        10       173   2.3121523E+02   9.8849869E+03   2.2816723E+02         6
         1        10       174   2.3102949E+02   1.0489874E+03   2.2798149E+02         6
         1        10       175   2.3070713E+02   1.7705094E+04   2.2765912E+02         6
         1        10       176   2.3047135E+02   1.1675940E+03   2.2742335E+02         6
         1        10       177   2.3001732E+02   1.0767217E+04   2.2696932E+02         6
         1        10       178   2.2977594E+02   1.0962286E+04   2.2672794E+02         6
         1        11        12   3.5297140E+02   7.3375732E+04   3.4992340E+02         6
         1        11        13   3.5234609E+02   9.3411535E+06   3.4929808E+02         6
         1        11        14   3.5161657E+02   1.0116964E+05   3.4856856E+02         6
         1        11        15   3.5086363E+02   9.9656645E+04   3.4781562E+02         6
         1        11        16   3.5041127E+02   4.6352163E+04   3.4736326E+02         6
         1        11        18   3.4976428E+02   9.8705569E+05   3.4671627E+02         6
         1        11        19   3.4964512E+02   9.6109868E+06   3.4659711E+02         6
         1        11        23   3.4875000E+02   1.0977893E+04   3.4570199E+02         6
         1        11        24   3.4875000E+02   1.1126877E+07   3.4570199E+02         6
         1        11        25   3.4875000E+02   3.7548679E+04   3.4570199E+02         6
         1        11       166   2.4176423E+02   4.1475770E+03   2.3871623E+02         6
         1        11       171   2.3169067E+02   2.1953902E+03   2.2864267E+02         6
         1        11       172   2.3144137E+02   1.2194192E+04   2.2839336E+02         6
         1        11       174   2.3050829E+02   2.6049037E+03   2.2746028E+02         6
         1        11       175   2.3029133E+02   1.7220699E+04   2.2724332E+02         6
         1        11       176   2.2974209E+02   1.7345899E+04   2.2669408E+02         6
         1        11       177   2.2942917E+02   5.9459060E+03   2.2638116E+02         6
         1        11       178   2.2925756E+02   7.6766192E+03   2.2620956E+02         6
         1        11       179   2.2912393E+02   1.4497611E+04   2.2607593E+02         6
         1        11       180   2.2896669E+02   1.1595057E+04   2.2591868E+02         6
         1        11       181   2.2889299E+02   6.3440563E+02   2.2584498E+02         6
         1        11       182   2.2857687E+02   2.9190728E+03   2.2552886E+02         6
         1        11       183   2.2857185E+02   1.7087310E+06   2.2552385E+02         6
         1        11       184   2.2857000E+02   1.0666011E+07   2.2552199E+02         6
         1        11       185   2.2857000E+02   1.2634466E+07   2.2552199E+02         6
         1        11       186   2.2857000E+02   1.6740636E+06   2.2552199E+02         6
         1        12        11   3.5401155E+02   1.0341018E+05   3.5096355E+02         6
         1        12        12   3.5343518E+02   5.0324230E+04   3.5038717E+02         6
         1        12        19   3.4942072E+02   1.0347454E+07   3.4637271E+02         6
         1        12        20   3.4927445E+02   2.6614191E+06   3.4622644E+02         6
         1        12        23   3.4875000E+02   9.8888645E+06   3.4570199E+02         6
         1        12       166   2.4105818E+02   6.8711697E+03   2.3801018E+02         6
         1        12       167   2.4021401E+02   6.3031726E+03   2.3716600E+02         6
         1        12       170   2.3349136E+02   6.1859820E+03   2.3044335E+02         6
         1        12       171   2.3246316E+02   9.8601943E+03   2.2941516E+02         6
         1        12       172   2.3155000E+02   5.5503356E+03   2.2850199E+02         6
         1        12       175   2.2955572E+02   1.6903939E+03   2.2650771E+02         6
         1        12       176   2.2934048E+02   3.1132644E+03   2.2629247E+02         6
         1        12       181   2.2862724E+02   2.5434613E+03   2.2557924E+02         6
         1        12       182   2.2861313E+02   1.0477618E+04   2.2556512E+02         6
         1        12       183   2.2861500E+02   9.3755882E+02   2.2556699E+02         6
         1        12       184   2.2866000E+02   1.0358266E+07   2.2561199E+02         6
         1        13        10   3.5498065E+02   1.3520622E+05   3.5193264E+02         6
         1        13        11   3.5443649E+02   9.9322837E+03   3.5138849E+02         6
         1        13        20   3.4911462E+02   1.1553798E+07   3.4606662E+02         6
         1        13        21   3.4893780E+02   4.1725380E+06   3.4588980E+02         6
         1        13        22   3.4875000E+02   6.8628815E+06   3.4570199E+02         6
         1        13        23   3.4875000E+02   8.0151536E+04   3.4570199E+02         6
         1        13        30   3.4228000E+02   2.6100679E+03   3.3923199E+02         6
         1        13       167   2.3917995E+02   9.8344975E+03   2.3613194E+02         6
         1        13       168   2.3779632E+02   1.1758725E+04   2.3474831E+02         6
         1        13       169   2.3524299E+02   9.7510746E+03   2.3219498E+02         6
         1        13       170   2.3421202E+02   5.0607822E+03   2.3116401E+02         6
         1        13       171   2.3155000E+02   8.6491647E+03   2.2850199E+02         6
